run_id,episode_id,state_encoding
00000001,250,"0.10312194377183914,0.8997920155525208,0.5782938003540039,0.68053138256073,0.10906503349542618,0.7553191184997559,0.3894975185394287,0.5974733829498291,0.8019469380378723,0.04282345622777939,0.09276042133569717,0.8568603992462158,0.983894407749176,0.32883328199386597,0.47313591837882996,0.4844375550746918,0.3773925304412842,0.5666996240615845,0.42968234419822693,0.455889493227005,0.33499300479888916,0.9839353561401367,0.09011596441268921,0.10977499186992645,0.9187442660331726,0.9619754552841187,0.18004827201366425,0.6155261397361755,0.7833055257797241,0.7733010053634644,0.06136137619614601,0.15489032864570618,0.5147088170051575,0.9178227186203003,0.2928585410118103,0.6802919507026672,0.18527323007583618,0.42304491996765137,0.30938780307769775,0.8332443237304688,0.31581172347068787,0.4663378596305847,0.2394603043794632,0.8490790128707886,0.4341834485530853,0.3786802291870117,0.26848503947257996,0.6083673238754272,0.49044808745384216,0.1380959004163742,0.06450983881950378,0.8130712509155273,0.23708763718605042,0.430119127035141,0.07810042798519135,0.4215365946292877,0.18129824101924896,0.6919892430305481,0.824122965335846,0.542843222618103,0.33041003346443176,0.7931181192398071,0.29827430844306946,0.4629007577896118,0.636566162109375,0.022373585030436516,0.7461275458335876,0.35358837246894836,0.7387807369232178,0.8279535174369812,0.9759812355041504,0.32426437735557556,0.12451586872339249,0.49105826020240784,0.858548104763031,0.645392656326294,0.7914013862609863,0.16532540321350098,0.6623435020446777,0.3649912476539612,0.3615751266479492,0.8013220429420471,0.30736908316612244,0.6258397698402405,0.5219780802726746,0.14891444146633148,0.22380755841732025,0.31035956740379333,0.869702160358429,0.5207326412200928,0.6936745047569275,0.8631611466407776,0.45358696579933167,0.4197691082954407,0.5197604894638062,0.7297325730323792,0.6534091830253601,0.7131538987159729,0.9114782810211182,0.7687579989433289,0.3607390820980072,0.6778580546379089,0.7434359788894653,0.010938414372503757,0.9410698413848877,0.7629154920578003,0.11938755214214325,0.882496178150177,0.36131569743156433,0.8804135322570801,0.24566473066806793,0.37285110354423523,0.4285423755645752,0.16916261613368988,0.4709225296974182,0.6526330709457397,0.737300455570221,0.7689446210861206,0.8489924073219299,0.515795886516571,0.12416815757751465,0.6854280829429626,0.012433347292244434,0.9217026233673096,0.6038671135902405,0.8088099956512451,0.03630293905735016,0.4881916046142578,0.14254741370677948,0.8989349007606506,0.9168684482574463,0.4529510736465454,0.12100668251514435,0.4198451340198517,0.69871985912323,0.5917626619338989,0.004174023866653442,0.4202117323875427"
00000001,251,"0.6272285580635071,0.5442641377449036,0.8781552314758301,0.7603707313537598,0.17231929302215576,0.9887821078300476,0.5991761684417725,0.926733672618866,0.8662006258964539,0.5718397498130798,0.6879331469535828,0.37839341163635254,0.9821121692657471,0.9723936319351196,0.8939014077186584,0.10199880599975586,0.25265371799468994,0.07526131719350815,0.913987934589386,0.7674328088760376,0.31581351161003113,0.3384764790534973,0.32640793919563293,0.6830326914787292,0.19331541657447815,0.17749075591564178,0.4534199833869934,0.4791495203971863,0.04020790383219719,0.8448126912117004,0.25364628434181213,0.6575879454612732,0.8516891598701477,0.9408825039863586,0.6277790069580078,0.5997339487075806,0.8005619049072266,0.09470017999410629,0.8182600736618042,0.33984434604644775,0.9793108701705933,0.038490746170282364,0.9038446545600891,0.4059655964374542,0.7249636054039001,0.31579652428627014,0.2265263795852661,0.808539867401123,0.9421459436416626,0.7953121066093445,0.7351021766662598,0.08356773108243942,0.9661287665367126,0.3570898473262787,0.5369337201118469,0.744999349117279,0.6985387802124023,0.7520821690559387,0.27263784408569336,0.8656119108200073,0.19031916558742523,0.10304129868745804,0.5303019285202026,0.2557853162288666,0.9796011447906494,0.7838748097419739,0.007709090132266283,0.5453892946243286,0.16719256341457367,0.24391888082027435,0.7222025990486145,0.6255568265914917,0.98261559009552,0.6241248250007629,0.5474922060966492,0.8342151045799255,0.38876837491989136,0.19170913100242615,0.1136387288570404,0.9459503293037415,0.5261199474334717,0.7151387929916382,0.8212037086486816,0.836173415184021,0.979976236820221,0.7371836304664612,0.9555547833442688,0.40742263197898865,0.9629663228988647,0.979219377040863,0.791281521320343,0.7315376400947571,0.7155735492706299,0.5522602796554565,0.4390139579772949,0.0939830094575882,0.33549264073371887,0.2515949606895447,0.8565303683280945,0.3548775017261505,0.46653491258621216,0.46473169326782227,0.7542440891265869,0.483377605676651,0.7943716645240784,0.7365114092826843,0.4908464550971985,0.6051435470581055,0.22701865434646606,0.46772345900535583,0.8983210325241089,0.9782623052597046,0.9201656579971313,0.6282861232757568,0.24790945649147034,0.8070794343948364,0.3066883683204651,0.47304245829582214,0.6451588273048401,0.6146678328514099,0.7543347477912903,0.5955491065979004,0.1776220053434372,0.01636996492743492,0.9374818801879883,0.6815479397773743,0.8756718039512634,0.07204652577638626,0.2016386240720749,0.8134335279464722,0.7771055698394775,0.5843916535377502,0.6397585868835449,0.7795359492301941,0.20226509869098663,0.49116408824920654,0.2607768177986145,0.719060480594635"
00000001,252,"0.009210607968270779,0.2181871086359024,0.3665763735771179,0.8887017369270325,0.4530312120914459,0.3607238233089447,0.8187705874443054,0.14133428037166595,0.4844057559967041,0.07676336914300919,0.2802060544490814,0.9127222299575806,0.7327762842178345,0.5352886319160461,0.2888241708278656,0.07044520229101181,0.6439181566238403,0.4617921710014343,0.4716639816761017,0.8551949262619019,0.36357519030570984,0.35898005962371826,0.9935279488563538,0.8673583269119263,0.46708381175994873,0.39815083146095276,0.5058616995811462,0.20550160109996796,0.9311361312866211,0.5230159163475037,0.5264328122138977,0.48065128922462463,0.6427984237670898,0.4231313467025757,0.7697685360908508,0.40271949768066406,0.9496718645095825,0.25714537501335144,0.8392530083656311,0.09365392476320267,0.7076252102851868,0.4686523675918579,0.992638885974884,0.059667207300662994,0.3996841609477997,0.6500120162963867,0.32043495774269104,0.916049599647522,0.5764403939247131,0.4039505422115326,0.7474852204322815,0.20570328831672668,0.2021997570991516,0.6397056579589844,0.835279643535614,0.2640937864780426,0.5574740767478943,0.804709255695343,0.2448132187128067,0.29892030358314514,0.18511410057544708,0.12478545308113098,0.5829607844352722,0.2517338693141937,0.4274938702583313,0.9653651714324951,0.4954597055912018,0.16155633330345154,0.8739935755729675,0.03248334303498268,0.8775516152381897,0.2998600900173187,0.3012688457965851,0.3616107404232025,0.4448319375514984,0.8345857262611389,0.652160108089447,0.48614123463630676,0.8391156196594238,0.10224659740924835,0.06273472309112549,0.1415698379278183,0.2703287899494171,0.7042660713195801,0.650195300579071,0.13187573850154877,0.7022684216499329,0.1643933206796646,0.5356189012527466,0.876983642578125,0.3778156340122223,0.3361411988735199,0.3459915220737457,0.797376275062561,0.41894662380218506,0.23938070237636566,0.7102998495101929,0.22318661212921143,0.3474019467830658,0.5010640025138855,0.3534851670265198,0.7940549850463867,0.4767870604991913,0.011817872524261475,0.2738873362541199,0.66654372215271,0.29528701305389404,0.5768198370933533,0.5316708087921143,0.3356608748435974,0.9809842705726624,0.532770037651062,0.017536252737045288,0.4313225746154785,0.17215025424957275,0.31120097637176514,0.49775001406669617,0.39105796813964844,0.6795449256896973,0.23940999805927277,0.7401052713394165,0.8913041949272156,0.744956910610199,0.9606463313102722,0.5592220425605774,0.4827711880207062,0.11964275687932968,0.2828133702278137,0.9746131896972656,0.8188002109527588,0.9799329042434692,0.819832444190979,0.22489997744560242,0.37740644812583923,0.18419994413852692,0.03084951639175415,0.10559059679508209,0.5075125694274902"
00000001,253,"0.1851729154586792,0.97652667760849,0.7600111365318298,0.05583396181464195,0.9262815713882446,0.6875429749488831,0.9475625157356262,0.7000084519386292,0.756912887096405,0.3936437964439392,0.8976937532424927,0.09156873822212219,0.9467908143997192,0.928589403629303,0.49155595898628235,0.44445446133613586,0.9351168274879456,0.25856322050094604,0.3447285294532776,0.9582968354225159,0.5738502144813538,0.011486225761473179,0.7471619248390198,0.9898764491081238,0.429002583026886,0.6495570540428162,0.7880396246910095,0.28622761368751526,0.7796173095703125,0.753321647644043,0.9878123998641968,0.8824085593223572,0.16219334304332733,0.9933146238327026,0.7236066460609436,0.5554556250572205,0.6520200967788696,0.8919118046760559,0.6640292406082153,0.549988329410553,0.3071780502796173,0.5390913486480713,0.09357517957687378,0.49720776081085205,0.4333850145339966,0.037872787564992905,0.8727479577064514,0.6216984391212463,0.8227237462997437,0.5580788850784302,0.18324339389801025,0.8253446817398071,0.685633659362793,0.41927751898765564,0.2157457023859024,0.7724921703338623,0.2951785624027252,0.16641543805599213,0.14029577374458313,0.2156893014907837,0.416614294052124,0.12267354130744934,0.9425429701805115,0.5222280025482178,0.9351312518119812,0.011296865530312061,0.3005765676498413,0.1698417216539383,0.9626583456993103,0.8425581455230713,0.7060161232948303,0.9059901237487793,0.8338874578475952,0.4416174292564392,0.9669488072395325,0.952256977558136,0.9165748357772827,0.3304462134838104,0.6522137522697449,0.6151074171066284,0.8680140972137451,0.24460788071155548,0.44389528036117554,0.9769132733345032,0.6667237281799316,0.8565648794174194,0.8317505121231079,0.5087613463401794,0.08042290806770325,0.3011977970600128,0.8417484760284424,0.0011312393471598625,0.42735713720321655,0.1381273865699768,0.20373709499835968,0.5632591843605042,0.7132814526557922,0.30834439396858215,0.3685590922832489,0.5879911780357361,0.616658091545105,0.23190522193908691,0.3518187403678894,0.9232407212257385,0.7068816423416138,0.05159115046262741,0.45503395795822144,0.5325008034706116,0.6588791608810425,0.21598683297634125,0.8845039010047913,0.6546742916107178,0.14835546910762787,0.464232474565506,0.5824180245399475,0.3548656105995178,0.2193487286567688,0.8608379364013672,0.6562586426734924,0.6196766495704651,0.14925284683704376,0.9226081371307373,0.44682130217552185,0.031372133642435074,0.32953941822052,0.0977434292435646,0.7350208163261414,0.21991382539272308,0.3919242024421692,0.9994630217552185,0.12915953993797302,0.3139028549194336,0.40350639820098877,0.062365297228097916,0.9763181209564209,0.7450528740882874,0.08190388977527618,0.8138777017593384"
00000001,254,"0.021648161113262177,0.9960230588912964,0.6172807812690735,0.587233304977417,0.31686362624168396,0.19044172763824463,0.47989290952682495,0.7617453932762146,0.6002975702285767,0.599121630191803,0.7123947739601135,0.3794841170310974,0.9763765335083008,0.7711083889007568,0.07021200656890869,0.259179949760437,0.7918282747268677,0.01378614641726017,0.7257242202758789,0.8445423245429993,0.16558431088924408,0.33889511227607727,0.7633649706840515,0.8577179312705994,0.8177282810211182,0.8277868032455444,0.13310180604457855,0.4394727051258087,0.6136749982833862,0.3730781078338623,0.8420714139938354,0.3496203124523163,0.40356868505477905,0.9488903880119324,0.42704692482948303,0.705929160118103,0.6151825189590454,0.9897629022598267,0.43297019600868225,0.7091954946517944,0.9711200594902039,0.3076891005039215,0.27343815565109253,0.10911771655082703,0.24086765944957733,0.4097895920276642,0.20819927752017975,0.09470107406377792,0.00815087091177702,0.08285580575466156,0.9364076256752014,0.1614188402891159,0.07820237427949905,0.30766135454177856,0.18270562589168549,0.45423242449760437,0.46728187799453735,0.24991442263126373,0.7555620074272156,0.787502110004425,0.24091500043869019,0.38089051842689514,0.30244970321655273,0.06407169252634048,0.5921714305877686,0.7802691459655762,0.8479946255683899,0.9368549585342407,0.7614738941192627,0.7734432816505432,0.14829641580581665,0.6387600898742676,0.7120757102966309,0.869584858417511,0.9790700078010559,0.09470804035663605,0.527003824710846,0.2959420680999756,0.44382917881011963,0.427084356546402,0.6521338224411011,0.03620177507400513,0.6237740516662598,0.9717239141464233,0.19104419648647308,0.8469979166984558,0.32160523533821106,0.2952721118927002,0.9583187699317932,0.07405054569244385,0.18166744709014893,0.3385887145996094,0.2490648776292801,0.4239446222782135,0.6565659642219543,0.9015308618545532,0.43666088581085205,0.8503602743148804,0.49274131655693054,0.5439639091491699,0.40302804112434387,0.13625501096248627,0.08626312017440796,0.18715375661849976,0.39329850673675537,0.6960471272468567,0.9352036118507385,0.054686352610588074,0.4961797595024109,0.2486763745546341,0.7530862092971802,0.045369695872068405,0.9510564208030701,0.958290696144104,0.1950245201587677,0.9332916140556335,0.7627785205841064,0.07149302959442139,0.8760949969291687,0.5155370235443115,0.28041183948516846,0.8199540376663208,0.5520349144935608,0.763634204864502,0.8210645914077759,0.750457227230072,0.9708849191665649,0.2893061935901642,0.7906630635261536,0.9306602478027344,0.29074379801750183,0.5337751507759094,0.4512706398963928,0.07424309104681015,0.8720937371253967,0.25779247283935547,0.9457859992980957,0.7860321402549744"
00000001,255,"0.05410081148147583,0.41405317187309265,0.22975197434425354,0.28696438670158386,0.5156030058860779,0.2145417034626007,0.6862192749977112,0.13689520955085754,0.32455286383628845,0.057270899415016174,0.12087243795394897,0.21911461651325226,0.7402077913284302,0.7642622590065002,0.7523722052574158,0.16620682179927826,0.22107566893100739,0.023013275116682053,0.5888456106185913,0.621303915977478,0.7760424613952637,0.7362959384918213,0.9276902675628662,0.3718700706958771,0.7320326566696167,0.9106723666191101,0.24585233628749847,0.11356772482395172,0.17622318863868713,0.3518172800540924,0.07805074751377106,0.990309476852417,0.6860852837562561,0.5352545380592346,0.15136006474494934,0.29916974902153015,0.31302231550216675,0.513480544090271,0.16615980863571167,0.8457114100456238,0.5977647304534912,0.7064617872238159,0.28539565205574036,0.5127676725387573,0.07243355363607407,0.6743800640106201,0.6539679765701294,0.28509727120399475,0.3680516481399536,0.3784094452857971,0.6826466917991638,0.8338016867637634,0.17894914746284485,0.9548949599266052,0.2568689286708832,0.1527431756258011,0.8853896260261536,0.8273248076438904,0.6133472919464111,0.2748810052871704,0.24298393726348877,0.48601993918418884,0.6490068435668945,0.024048717692494392,0.7264522314071655,0.8661186695098877,0.6029272675514221,0.9464101195335388,0.9925485253334045,0.7653844952583313,0.5342462062835693,0.8233910799026489,0.9356836676597595,0.07324109226465225,0.42290613055229187,0.43584299087524414,0.881635844707489,0.5739402770996094,0.34884580969810486,0.18913714587688446,0.2358245849609375,0.43055716156959534,0.09709537774324417,0.20667321979999542,0.6899580359458923,0.6194454431533813,0.46037012338638306,0.6628775000572205,0.5156786441802979,0.8011195063591003,0.6186566352844238,0.23658357560634613,0.09762401133775711,0.5036641359329224,0.42204540967941284,0.4576946794986725,0.5054731369018555,0.6370700597763062,0.014100517146289349,0.6206848621368408,0.3027046322822571,0.29394328594207764,0.015825379639863968,0.2733556926250458,0.6140915751457214,0.5581766963005066,0.7270022630691528,0.18206879496574402,0.9919803142547607,0.2690433859825134,0.9288910627365112,0.35938021540641785,0.5591513514518738,0.13497790694236755,0.7525379061698914,0.09342387318611145,0.8679986000061035,0.2874288260936737,0.5024065375328064,0.4619767367839813,0.6314898133277893,0.20814205706119537,0.2700236141681671,0.14804977178573608,0.9845963716506958,0.2220241278409958,0.02073279768228531,0.32292285561561584,0.031682420521974564,0.9264990091323853,0.7373064756393433,0.9355214238166809,0.7059648036956787,0.7828654050827026,0.8453747034072876,0.6289881467819214,0.16075363755226135,0.1481151282787323"
00000001,256,"0.3044006824493408,0.332810640335083,0.7054904699325562,0.2697204351425171,0.4799584746360779,0.7694717645645142,0.32571229338645935,0.7002451419830322,0.8779376149177551,0.9174892902374268,0.256797730922699,0.9689305424690247,0.7895473837852478,0.07223384082317352,0.04609202966094017,0.14498403668403625,0.6218563914299011,0.1399133950471878,0.1668742150068283,0.9100887179374695,0.5946657657623291,0.36049684882164,0.011901084333658218,0.3923138678073883,0.6124414801597595,0.6049364805221558,0.6233857870101929,0.8240482211112976,0.19638723134994507,0.10447312146425247,0.86307293176651,0.26893651485443115,0.08652561157941818,0.21346570551395416,0.862835168838501,0.8387545347213745,0.1251729428768158,0.698258101940155,0.9848060607910156,0.7613844275474548,0.21489067375659943,0.7708178162574768,0.48039329051971436,0.628454864025116,0.912954568862915,0.2141379415988922,0.18417559564113617,0.13834518194198608,0.9937870502471924,0.4529819190502167,0.13468334078788757,0.11169597506523132,0.8420823812484741,0.8219650983810425,0.9304111003875732,0.7933494448661804,0.16437338292598724,0.956698477268219,0.9221144318580627,0.11734020709991455,0.00648340443149209,0.7843055725097656,0.83473801612854,0.8519321084022522,0.39990729093551636,0.4651753306388855,0.5001130104064941,0.0012993649579584599,0.5962546467781067,0.323701947927475,0.5459535717964172,0.7649034857749939,0.15112680196762085,0.3345184326171875,0.012858395464718342,0.26732102036476135,0.009239285252988338,0.541698157787323,0.9928039908409119,0.472044974565506,0.5430183410644531,0.6543658971786499,0.8209810256958008,0.9766905307769775,0.2824058532714844,0.4208317995071411,0.31020718812942505,0.5719886422157288,0.4060024619102478,0.574674665927887,0.23450540006160736,0.37011319398880005,0.18496863543987274,0.15358805656433105,0.5182908177375793,0.4346504211425781,0.39576154947280884,0.17054198682308197,0.3592219054698944,0.27168259024620056,0.20757733285427094,0.026265781372785568,0.6168814301490784,0.6245506405830383,0.017888935282826424,0.017471211031079292,0.6609797477722168,0.5562412738800049,0.5415070652961731,0.845950722694397,0.49726709723472595,0.2786245346069336,0.6336997747421265,0.7549394965171814,0.8048295974731445,0.6183715462684631,0.592110812664032,0.5416328310966492,0.3362506628036499,0.05865732580423355,0.16350144147872925,0.506040096282959,0.39884185791015625,0.26549920439720154,0.38937485218048096,0.7705971002578735,0.4142872989177704,0.3082575798034668,0.1802905946969986,0.1994691640138626,0.056810613721609116,0.7481796741485596,0.9198852181434631,0.33382660150527954,0.1866859495639801,0.9367117285728455,0.06234066188335419,0.5967953205108643"
00000001,257,"0.5000298023223877,0.026471557095646858,0.24069532752037048,0.9305857419967651,0.16404956579208374,0.382109671831131,0.47362542152404785,0.8233035206794739,0.8775330781936646,0.7574126124382019,0.6598212718963623,0.8135607838630676,0.8914093971252441,0.40268656611442566,0.6527475118637085,0.4045926034450531,0.45542964339256287,0.9647044539451599,0.7166856527328491,0.23727592825889587,0.5724716782569885,0.2343439757823944,0.4882444739341736,0.907234251499176,0.7860246300697327,0.7866129875183105,0.5791711807250977,0.8987045288085938,0.00713706249371171,0.7060922384262085,0.9606282114982605,0.19548138976097107,0.02994043380022049,0.539108157157898,0.9291617274284363,0.6494461894035339,0.019262759014964104,0.3503887951374054,0.587253987789154,0.2028951793909073,0.4251581132411957,0.5909463167190552,0.5068145394325256,0.1826477348804474,0.8520510792732239,0.5556325912475586,0.2627064883708954,0.9006348848342896,0.22193773090839386,0.23040279746055603,0.5566287636756897,0.9181424379348755,0.12395022809505463,0.7173633575439453,0.3377586901187897,0.46014824509620667,0.8746179938316345,0.3673934042453766,0.7328035235404968,0.7649710774421692,0.45613548159599304,0.9461384415626526,0.5674372315406799,0.4187381863594055,0.23783791065216064,0.517004132270813,0.18539296090602875,0.024959741160273552,0.2669594883918762,0.008172385394573212,0.42424118518829346,0.14989596605300903,0.9532089233398438,0.19250065088272095,0.05726607143878937,0.8037331700325012,0.06536837667226791,0.3096790611743927,0.034605588763952255,0.4764519929885864,0.7727574706077576,0.47515738010406494,0.952477216720581,0.7190586924552917,0.8761389255523682,0.31098031997680664,0.36744746565818787,0.9766424298286438,0.5501396656036377,0.22293733060359955,0.974470853805542,0.18675783276557922,0.2581656277179718,0.4392213523387909,0.7910827994346619,0.3986054062843323,0.09843186289072037,0.08184485137462616,0.2724032402038574,0.8853899240493774,0.8651869297027588,0.780204713344574,0.21367120742797852,0.4382859468460083,0.517082691192627,0.6771318912506104,0.13960619270801544,0.47129368782043457,0.2928268611431122,0.2881486713886261,0.6666929721832275,0.9523380398750305,0.5614990592002869,0.7998599410057068,0.4251384735107422,0.2668784558773041,0.7052288055419922,0.3691011667251587,0.12122711539268494,0.1195245087146759,0.4770990312099457,0.5130667090415955,0.8066958785057068,0.6344987154006958,0.64726722240448,0.6013222336769104,0.3492274582386017,0.3654668927192688,0.9675287008285522,0.5904649496078491,0.5178455710411072,0.7361339926719666,0.7091081738471985,0.42417219281196594,0.13354621827602386,0.7838733196258545,0.8330950140953064,0.984819233417511"
00000001,258,"0.056125663220882416,0.5187879204750061,0.8964270949363708,0.13032592833042145,0.04825929179787636,0.5588693022727966,0.9382803440093994,0.17761865258216858,0.7466506361961365,0.5594304800033569,0.24448443949222565,0.15799610316753387,0.5602388381958008,0.028116757050156593,0.37587159872055054,0.23087739944458008,0.32811039686203003,0.7977704405784607,0.2311239242553711,0.12340913712978363,0.8755192160606384,0.5979373455047607,0.7034664750099182,0.6485039591789246,0.3417850136756897,0.16446347534656525,0.6887817978858948,0.7862756848335266,0.030178165063261986,0.945877730846405,0.24290737509727478,0.9623374938964844,0.8534151315689087,0.4445907771587372,0.4699643850326538,0.45512092113494873,0.18270286917686462,0.9953991174697876,0.3172259032726288,0.10533768683671951,0.8237400054931641,0.14727985858917236,0.5984549522399902,0.7342585921287537,0.7862472534179688,0.6950843334197998,0.46526432037353516,0.02805936150252819,0.6251147389411926,0.3883642554283142,0.8139064311981201,0.99130779504776,0.6762474179267883,0.43795233964920044,0.35280632972717285,0.12748482823371887,0.3552168011665344,0.4278923571109772,0.04949743673205376,0.07052073627710342,0.48455810546875,0.5232734084129333,0.5687848925590515,0.5994025468826294,0.59099942445755,0.07655907422304153,0.5769292116165161,0.5958248376846313,0.5918334722518921,0.39540672302246094,0.4986887574195862,0.4156931936740875,0.35811740159988403,0.008482652716338634,0.9632164239883423,0.24385471642017365,0.6358763575553894,0.32242026925086975,0.30817320942878723,0.09719161689281464,0.9504181146621704,0.4912649393081665,0.9237023591995239,0.3289318382740021,0.8201783895492554,0.7006403803825378,0.20416070520877838,0.8754904866218567,0.9472488760948181,0.8258505463600159,0.014116165228188038,0.16670456528663635,0.24576495587825775,0.9868001341819763,0.44410187005996704,0.11850284785032272,0.6530200839042664,0.6019837260246277,0.8466121554374695,0.4431224465370178,0.013195867650210857,0.022724630311131477,0.6692727208137512,0.10458367317914963,0.6666195392608643,0.05538930371403694,0.937323272228241,0.711366593837738,0.509052574634552,0.09198249131441116,0.794529378414154,0.04719216004014015,0.29381993412971497,0.8099206686019897,0.22333788871765137,0.9810405969619751,0.4898756146430969,0.7541675567626953,0.36582159996032715,0.8938641548156738,0.05919678509235382,0.397478848695755,0.06061135604977608,0.0003813277871813625,0.3772051930427551,0.514362096786499,0.19754673540592194,0.5252757668495178,0.8086280226707458,0.5309972167015076,0.09912455081939697,0.29334115982055664,0.2800697982311249,0.9890657663345337,0.4270184636116028,0.8920058012008667,0.02788984775543213,0.4008159637451172"
00000001,259,"0.4335491955280304,0.5814467072486877,0.5873667001724243,0.16556186974048615,0.2915327250957489,0.34861475229263306,0.7146132588386536,0.49268361926078796,0.23362672328948975,0.3365095555782318,0.8402014374732971,0.4437105655670166,0.7676990032196045,0.27495768666267395,0.7927733659744263,0.8022936582565308,0.7075760960578918,0.8348067402839661,0.5800979733467102,0.02915777638554573,0.45743903517723083,0.11876938492059708,0.6642454266548157,0.7323516607284546,0.4701368808746338,0.609507143497467,0.8549165725708008,0.5734599828720093,0.1610558032989502,0.7913525700569153,0.3719617426395416,0.5026566386222839,0.7787557244300842,0.09770485013723373,0.15699809789657593,0.18007391691207886,0.13659942150115967,0.2789630591869354,0.6488825082778931,0.888176679611206,0.0025182883255183697,0.20420199632644653,0.4765806794166565,0.022529711946845055,0.519987165927887,0.0200808122754097,0.17613758146762848,0.7212552428245544,0.13132549822330475,0.04685411602258682,0.08158555626869202,0.4072141945362091,0.4211151897907257,0.16692957282066345,0.1918063759803772,0.39255526661872864,0.08796502649784088,0.5710416436195374,0.6695867776870728,0.7100861072540283,0.154877170920372,0.8880943059921265,0.33609840273857117,0.31701749563217163,0.4279153048992157,0.03500529006123543,0.7515473365783691,0.7703565359115601,0.7975752949714661,0.6627892255783081,0.3389335572719574,0.009899466298520565,0.03068406879901886,0.5239815711975098,0.7875048518180847,0.8563205599784851,0.025011029094457626,0.05042145773768425,0.3072128891944885,0.9242766499519348,0.8043047785758972,0.5343155860900879,0.8608196973800659,0.031835686415433884,0.7551135420799255,0.8259769678115845,0.3056480288505554,0.6297523379325867,0.514266312122345,0.29888254404067993,0.22946394979953766,0.7899215221405029,0.11734659224748611,0.8036977052688599,0.7267553210258484,0.5687659978866577,0.07003863155841827,0.11459493637084961,0.543987512588501,0.6156134605407715,0.4796791970729828,0.4123727083206177,0.009468421339988708,0.9174692034721375,0.06544804573059082,0.7574425935745239,0.9186760783195496,0.46785932779312134,0.8154186010360718,0.3424490988254547,0.34486377239227295,0.6118007302284241,0.43675345182418823,0.4551866352558136,0.39861899614334106,0.2429983764886856,0.9844411611557007,0.47394436597824097,0.7894616723060608,0.3037949502468109,0.2603856325149536,0.39716529846191406,0.5770132541656494,0.2795555889606476,0.6659741997718811,0.42015624046325684,0.07758238911628723,0.9843508005142212,0.305010050535202,0.6521994471549988,0.37121811509132385,0.5708687901496887,0.2403930276632309,0.7657092809677124,0.7456012964248657,0.381987065076828,0.7421411871910095,0.6149850487709045"
00000001,260,"0.7546933889389038,0.9057929515838623,0.7137240767478943,0.7144740223884583,0.24106916785240173,0.5937393307685852,0.628192126750946,0.48868972063064575,0.029017778113484383,0.7607380747795105,0.5086233615875244,0.31779953837394714,0.4853155314922333,0.35521695017814636,0.8773767948150635,0.6387028098106384,0.5750265121459961,0.31163233518600464,0.8006967306137085,0.8060303330421448,0.8297378420829773,0.02403986267745495,0.6096231341362,0.46350428462028503,0.7892417311668396,0.2612394392490387,0.5603612065315247,0.43171292543411255,0.5219998955726624,0.5069161653518677,0.20542317628860474,0.616204023361206,0.10763125121593475,0.33853328227996826,0.445563405752182,0.4701794385910034,0.3337331712245941,0.9572747945785522,0.9257836937904358,0.7259660363197327,0.9264364242553711,0.29110756516456604,0.8955454230308533,0.157998189330101,0.062130194157361984,0.014507940970361233,0.5193994641304016,0.5592458248138428,0.323294460773468,0.1935230940580368,0.5160449743270874,0.8351435661315918,0.9394695162773132,0.2900392413139343,0.5054567456245422,0.8934206366539001,0.43199366331100464,0.1832720935344696,0.012145004235208035,0.5885116457939148,0.2468540370464325,0.502052903175354,0.9773396253585815,0.51755291223526,0.03767891600728035,0.6087713837623596,0.009928077459335327,0.24052725732326508,0.20542559027671814,0.6258875131607056,0.44928157329559326,0.22415244579315186,0.6027144193649292,0.8402787446975708,0.0631827563047409,0.15134412050247192,0.4736795425415039,0.6204347014427185,0.12035466730594635,0.44076529145240784,0.5837780833244324,0.09229391813278198,0.14815795421600342,0.58226078748703,0.33789074420928955,0.8430494666099548,0.7660450339317322,0.2875535786151886,0.5026177167892456,0.868934154510498,0.3870660364627838,0.5335885286331177,0.7425446510314941,0.35431969165802,0.9118371605873108,0.25325581431388855,0.25762611627578735,0.6029845476150513,0.9716678261756897,0.00014842480595689267,0.23873141407966614,0.7911794781684875,0.897942841053009,0.11232244968414307,0.459261417388916,0.4786204397678375,0.40722548961639404,0.2427878975868225,0.7498056888580322,0.40013790130615234,0.014126518741250038,0.8526594638824463,0.1768806129693985,0.19723501801490784,0.3537721037864685,0.7376161813735962,0.8398950099945068,0.9575774669647217,0.6286947131156921,0.22739167511463165,0.851435124874115,0.6766669750213623,0.7341907024383545,0.6556175351142883,0.8621017932891846,0.6607552170753479,0.7009454369544983,0.2773417830467224,0.06042085215449333,0.6860640048980713,0.6415554285049438,0.4124065339565277,0.3226390779018402,0.8171619176864624,0.8512042760848999,0.22028042376041412,0.9306314587593079,0.8967369198799133"
